Blocks,Trials,answer,RT,Cue,cor_answer,stim_left,stim_right
1,1,8,1.7508292960219478,True,8,['9' '' '9' '9' '9' '9' '9' '9' '9'],['' '' '' '' '' '9' '9' '' '']
1,2,5,1.569409587197697,True,5,['' '' '' '' '' '9' '9' '' ''],['' '6' '' '6' '' '' '' '' '']
1,3,6,6.450157585396482,False,6,['' '6' '' '6' '' '' '' '' ''],['' '' '9' '9' '9' '' '' '' '9']
1,4,0,1.6337453383221145,True,0,['' '' '9' '9' '9' '' '' '' '9'],['' '' '1' '1' '' '' '1' '1' '1']
1,5,8,3.10324754620342,False,8,['' '' '1' '1' '' '' '1' '1' '1'],['3' '' '' '' '3' '' '' '' '3']
1,6,1,2.712702746598552,True,1,['3' '' '' '' '3' '' '' '' '3'],['' '' '' '' '' '8' '' '8' '']
1,7,1,1.3387182032965939,True,1,['' '' '' '' '' '8' '' '8' ''],['3' '3' '3' '3' '3' '3' '' '' '3']
1,8,2,4.81270971804679,False,2,['3' '3' '3' '3' '3' '3' '' '' '3'],['2' '' '2' '2' '2' '2' '' '' '']
1,9,2,3.53537359306938,False,2,['2' '' '2' '2' '2' '2' '' '' ''],['3' '' '3' '3' '' '3' '3' '3' '3']
1,10,8,3.0951583668120293,False,8,['3' '' '3' '3' '' '3' '3' '3' '3'],['' '' '' '' '' '' '' '3' '']
1,11,6,4.305515718702736,False,6,['' '' '' '' '' '' '' '3' ''],['4' '4' '' '' '' '4' '' '4' '4']
2,1,2,6.058442195195312,False,2,['6' '6' '6' '6' '6' '6' '6' '6' '6'],['' '' '5' '5' '5' '' '' '' '']
2,2,7,1.4192495503029932,True,7,['' '' '5' '5' '5' '' '' '' ''],['2' '' '' '' '2' '2' '2' '' '2']
2,3,1,4.659025268822006,False,1,['2' '' '' '' '2' '2' '2' '' '2'],['3' '3' '' '3' '3' '3' '' '' '3']
2,4,2,3.6679870285079232,False,2,['3' '3' '' '3' '3' '3' '' '' '3'],['' '9' '9' '9' '9' '9' '' '9' '']
2,5,1,6.733598708059617,False,1,['' '9' '9' '9' '9' '9' '' '9' ''],['7' '7' '' '7' '7' '' '' '7' '']
2,6,9,3.2814688154057876,False,9,['7' '7' '' '7' '7' '' '' '7' ''],['2' '' '' '' '2' '' '2' '' '2']
2,7,3,4.0035121548371535,False,3,['2' '' '' '' '2' '' '2' '' '2'],['5' '5' '5' '5' '5' '5' '5' '5' '5']
2,8,7,1.1761769491713494,True,7,['5' '5' '5' '5' '5' '5' '5' '5' '5'],['2' '2' '2' '2' '2' '2' '2' '2' '2']
2,9,8,1.0180483925823864,True,8,['2' '2' '2' '2' '2' '2' '2' '2' '2'],['' '' '' '' '' '' '6' '6' '']
2,10,5,2.425552966160467,True,5,['' '' '' '' '' '' '6' '6' ''],['9' '9' '' '' '9' '9' '9' '' '']
3,1,3,1.7648901728616693,True,3,['' '6' '6' '6' '6' '6' '6' '6' '6'],['' '7' '' '' '' '' '' '' '']
3,2,2,1.1260346090321036,True,2,['' '7' '' '' '' '' '' '' ''],['5' '' '' '' '' '' '' '5' '5']
3,3,8,5.473361019946424,False,8,['5' '' '' '' '' '' '' '5' '5'],['' '' '3' '3' '3' '' '3' '3' '']
3,4,7,3.5054614792952634,False,7,['' '' '3' '3' '3' '' '3' '3' ''],['' '' '' '4' '' '' '4' '' '']
3,5,9,3.6599028287228066,False,9,['' '' '' '4' '' '' '4' '' ''],['9' '9' '9' '9' '' '9' '9' '9' '']
3,6,5,1.0716488779798965,True,5,['9' '9' '9' '9' '' '9' '9' '9' ''],['' '' '6' '' '' '' '' '' '']
3,7,2,1.181619659179887,True,2,['' '' '6' '' '' '' '' '' ''],['' '' '6' '' '6' '' '' '' '']
3,8,4,1.1028564555617777,True,4,['' '' '6' '' '6' '' '' '' ''],['8' '8' '8' '' '' '' '8' '8' '']
3,9,1,2.658160732507895,False,1,['8' '8' '8' '' '' '' '8' '8' ''],['' '9' '' '9' '9' '' '9' '9' '9']
3,10,2,3.3503609065646742,False,2,['' '9' '' '9' '9' '' '9' '9' '9'],['6' '6' '' '6' '' '6' '6' '' '6']
3,11,9,1.4703487410024536,True,9,['6' '6' '' '6' '' '6' '6' '' '6'],['' '' '3' '' '' '' '' '' '3']
3,12,1,1.018491577570785,True,1,['' '' '3' '' '' '' '' '' '3'],['' '8' '8' '8' '8' '8' '8' '8' '8']
4,1,9,3.1038106247951873,False,9,['' '' '2' '' '2' '2' '' '2' '2'],['2' '' '2' '' '' '' '' '2' '2']
4,2,3,1.5215141987728202,True,3,['2' '' '2' '' '' '' '' '2' '2'],['1' '' '1' '1' '1' '1' '' '1' '']
4,3,8,1.1723415029518947,True,8,['1' '' '1' '1' '1' '1' '' '1' ''],['7' '7' '7' '' '7' '' '' '7' '7']
4,4,0,1.556878598723415,True,0,['7' '7' '7' '' '7' '' '' '7' '7'],['3' '3' '' '3' '3' '3' '3' '' '3']
4,5,5,1.0469745442505882,True,5,['3' '3' '' '3' '3' '3' '3' '' '3'],['2' '2' '2' '2' '2' '' '2' '2' '2']
4,6,1,1.028443895921555,True,1,['2' '2' '2' '2' '2' '' '2' '2' '2'],['9' '' '9' '' '9' '' '' '' '']
4,7,4,1.0607060009624547,True,4,['9' '' '9' '' '9' '' '' '' ''],['' '' '' '' '' '' '' '' '5']
4,8,8,2.5785621041213744,False,8,['' '' '' '' '' '' '' '' '5'],['5' '5' '5' '' '5' '5' '5' '5' '']
4,9,1,3.3375483787931444,False,1,['5' '5' '5' '' '5' '5' '5' '5' ''],['' '' '' '7' '7' '7' '7' '' '']
4,10,0,1.1853930518400375,True,0,['' '' '' '7' '7' '7' '7' '' ''],['' '3' '3' '' '3' '' '3' '3' '']
4,11,6,3.1381641646057687,False,6,['' '3' '3' '' '3' '' '3' '3' ''],['' '' '' '' '' '' '' '6' '']
